,subject_id,trial_index,conc_pal,concept,palette,accuracy,condition
4446,yt8o923pd4,1175,10_grape,grape,10,1,gpt
4447,yt8o923pd4,1175,10_banana,banana,10,1,gpt
4448,yt8o923pd4,1176,16_comfort,comfort,16,1,gpt
4449,yt8o923pd4,1176,16_sleeping,sleeping,16,1,gpt
4450,yt8o923pd4,1176,16_driving,driving,16,1,gpt
4451,yt8o923pd4,1176,16_safety,safety,16,1,gpt
4452,yt8o923pd4,1177,9_cherry,cherry,9,1,gpt
4453,yt8o923pd4,1177,9_corn,corn,9,1,gpt
4454,yt8o923pd4,1177,9_carrot,carrot,9,1,gpt
4455,yt8o923pd4,1177,9_peach,peach,9,1,gpt
4456,yt8o923pd4,1178,10_banana,banana,10,1,gpt
4457,yt8o923pd4,1178,10_sleeping,sleeping,10,0,gpt
4458,yt8o923pd4,1178,10_driving,driving,10,0,gpt
4459,yt8o923pd4,1178,10_grape,grape,10,1,gpt
4460,yt8o923pd4,1179,12_comfort,comfort,12,1,gpt
4461,yt8o923pd4,1179,12_eggplant,eggplant,12,1,gpt
4462,yt8o923pd4,1179,12_celery,celery,12,1,gpt
4463,yt8o923pd4,1179,12_safety,safety,12,1,gpt
4464,yt8o923pd4,1180,13_cherry,cherry,13,1,gpt
4465,yt8o923pd4,1180,13_working,working,13,0,gpt
4466,yt8o923pd4,1180,13_leisure,leisure,13,0,gpt
4467,yt8o923pd4,1180,13_peach,peach,13,1,gpt
4468,yt8o923pd4,1181,14_banana,banana,14,1,gpt
4469,yt8o923pd4,1181,14_eggplant,eggplant,14,1,gpt
4470,yt8o923pd4,1181,14_celery,celery,14,1,gpt
4471,yt8o923pd4,1181,14_grape,grape,14,1,gpt
4472,yt8o923pd4,1182,15_speed,speed,15,1,gpt
4473,yt8o923pd4,1182,15_corn,corn,15,1,gpt
4474,yt8o923pd4,1182,15_carrot,carrot,15,1,gpt
4475,yt8o923pd4,1182,15_efficiency,efficiency,15,1,gpt
4476,yt8o923pd4,1183,11_speed,speed,11,0,gpt
4477,yt8o923pd4,1183,11_working,working,11,0,gpt
4478,yt8o923pd4,1183,11_leisure,leisure,11,0,gpt
4479,yt8o923pd4,1183,11_efficiency,efficiency,11,0,gpt
4480,yt8o923pd4,1184,13_cherry,cherry,13,1,gpt
4481,yt8o923pd4,1184,13_working,working,13,0,gpt
4482,yt8o923pd4,1184,13_leisure,leisure,13,0,gpt
4483,yt8o923pd4,1184,13_peach,peach,13,1,gpt
4484,yt8o923pd4,1185,16_comfort,comfort,16,1,gpt
4485,yt8o923pd4,1185,16_sleeping,sleeping,16,1,gpt
4486,yt8o923pd4,1185,16_driving,driving,16,1,gpt
4487,yt8o923pd4,1185,16_safety,safety,16,1,gpt
4488,yt8o923pd4,1186,12_comfort,comfort,12,1,gpt
4489,yt8o923pd4,1186,12_eggplant,eggplant,12,1,gpt
4490,yt8o923pd4,1186,12_celery,celery,12,1,gpt
4491,yt8o923pd4,1186,12_safety,safety,12,1,gpt
4492,yt8o923pd4,1187,9_cherry,cherry,9,1,gpt
4493,yt8o923pd4,1187,9_corn,corn,9,1,gpt
4494,yt8o923pd4,1187,9_carrot,carrot,9,1,gpt
4495,yt8o923pd4,1187,9_peach,peach,9,1,gpt
4496,yt8o923pd4,1188,11_speed,speed,11,1,gpt
4497,yt8o923pd4,1188,11_working,working,11,0,gpt
4498,yt8o923pd4,1188,11_leisure,leisure,11,0,gpt
4499,yt8o923pd4,1188,11_efficiency,efficiency,11,1,gpt
4500,yt8o923pd4,1189,14_banana,banana,14,1,gpt
4501,yt8o923pd4,1189,14_eggplant,eggplant,14,0,gpt
4502,yt8o923pd4,1189,14_celery,celery,14,1,gpt
4503,yt8o923pd4,1189,14_grape,grape,14,0,gpt
4504,yt8o923pd4,1190,10_banana,banana,10,1,gpt
4505,yt8o923pd4,1190,10_sleeping,sleeping,10,1,gpt
4506,yt8o923pd4,1190,10_driving,driving,10,1,gpt
4507,yt8o923pd4,1190,10_grape,grape,10,1,gpt
4508,yt8o923pd4,1191,15_speed,speed,15,0,gpt
4509,yt8o923pd4,1191,15_corn,corn,15,1,gpt
4510,yt8o923pd4,1191,15_carrot,carrot,15,1,gpt
4511,yt8o923pd4,1191,15_efficiency,efficiency,15,0,gpt
4512,yt8o923pd4,1192,9_carrot,carrot,9,1,gpt
4513,yt8o923pd4,1192,9_peach,peach,9,1,gpt
4514,yt8o923pd4,1192,9_cherry,cherry,9,1,gpt
4515,yt8o923pd4,1192,9_corn,corn,9,1,gpt
4516,yt8o923pd4,1193,16_driving,driving,16,1,gpt
4517,yt8o923pd4,1193,16_safety,safety,16,1,gpt
4518,yt8o923pd4,1193,16_comfort,comfort,16,1,gpt
4519,yt8o923pd4,1193,16_sleeping,sleeping,16,1,gpt
4520,yt8o923pd4,1194,13_leisure,leisure,13,0,gpt
4521,yt8o923pd4,1194,13_peach,peach,13,1,gpt
4522,yt8o923pd4,1194,13_cherry,cherry,13,1,gpt
4523,yt8o923pd4,1194,13_working,working,13,0,gpt
4524,yt8o923pd4,1195,15_carrot,carrot,15,1,gpt
4525,yt8o923pd4,1195,15_efficiency,efficiency,15,1,gpt
4526,yt8o923pd4,1195,15_speed,speed,15,1,gpt
4527,yt8o923pd4,1195,15_corn,corn,15,1,gpt
4528,yt8o923pd4,1196,12_celery,celery,12,1,gpt
4529,yt8o923pd4,1196,12_safety,safety,12,1,gpt
4530,yt8o923pd4,1196,12_comfort,comfort,12,1,gpt
4531,yt8o923pd4,1196,12_eggplant,eggplant,12,1,gpt
4532,yt8o923pd4,1197,10_driving,driving,10,1,gpt
4533,yt8o923pd4,1197,10_grape,grape,10,1,gpt
4534,yt8o923pd4,1197,10_banana,banana,10,1,gpt
4535,yt8o923pd4,1197,10_sleeping,sleeping,10,1,gpt
4536,yt8o923pd4,1198,14_celery,celery,14,1,gpt
4537,yt8o923pd4,1198,14_grape,grape,14,1,gpt
4538,yt8o923pd4,1198,14_banana,banana,14,1,gpt
4539,yt8o923pd4,1198,14_eggplant,eggplant,14,1,gpt
4540,yt8o923pd4,1199,11_leisure,leisure,11,0,gpt
4541,yt8o923pd4,1199,11_efficiency,efficiency,11,0,gpt
4542,yt8o923pd4,1199,11_speed,speed,11,0,gpt
4543,yt8o923pd4,1199,11_working,working,11,0,gpt
4544,yt8o923pd4,1200,9_peach,peach,9,1,gpt
4545,yt8o923pd4,1200,9_cherry,cherry,9,1,gpt
4546,yt8o923pd4,1200,9_corn,corn,9,1,gpt
4547,yt8o923pd4,1200,9_carrot,carrot,9,1,gpt
4548,yt8o923pd4,1201,14_grape,grape,14,0,gpt
4549,yt8o923pd4,1201,14_banana,banana,14,1,gpt
4550,yt8o923pd4,1201,14_eggplant,eggplant,14,0,gpt
4551,yt8o923pd4,1201,14_celery,celery,14,1,gpt
4552,yt8o923pd4,1202,11_efficiency,efficiency,11,0,gpt
4553,yt8o923pd4,1202,11_speed,speed,11,0,gpt
4554,yt8o923pd4,1202,11_working,working,11,0,gpt
4555,yt8o923pd4,1202,11_leisure,leisure,11,0,gpt
4556,yt8o923pd4,1203,15_efficiency,efficiency,15,1,gpt
4557,yt8o923pd4,1203,15_speed,speed,15,1,gpt
4558,yt8o923pd4,1203,15_corn,corn,15,1,gpt
4559,yt8o923pd4,1203,15_carrot,carrot,15,1,gpt
4560,yt8o923pd4,1204,10_grape,grape,10,1,gpt
4561,yt8o923pd4,1204,10_banana,banana,10,1,gpt
4562,yt8o923pd4,1204,10_sleeping,sleeping,10,1,gpt
4563,yt8o923pd4,1204,10_driving,driving,10,1,gpt
4564,yt8o923pd4,1205,16_safety,safety,16,1,gpt
4565,yt8o923pd4,1205,16_comfort,comfort,16,1,gpt
4566,yt8o923pd4,1205,16_sleeping,sleeping,16,1,gpt
4567,yt8o923pd4,1205,16_driving,driving,16,1,gpt
4568,yt8o923pd4,1206,13_peach,peach,13,1,gpt
4569,yt8o923pd4,1206,13_cherry,cherry,13,1,gpt
4570,yt8o923pd4,1206,13_working,working,13,0,gpt
4571,yt8o923pd4,1206,13_leisure,leisure,13,0,gpt
4572,yt8o923pd4,1207,12_safety,safety,12,1,gpt
4573,yt8o923pd4,1207,12_comfort,comfort,12,1,gpt
4574,yt8o923pd4,1207,12_eggplant,eggplant,12,1,gpt
4575,yt8o923pd4,1207,12_celery,celery,12,1,gpt
4576,yt8o923pd4,1208,14_grape,grape,14,1,gpt
4577,yt8o923pd4,1208,14_banana,banana,14,1,gpt
4578,yt8o923pd4,1208,14_eggplant,eggplant,14,1,gpt
4579,yt8o923pd4,1208,14_celery,celery,14,1,gpt
4580,yt8o923pd4,1209,11_efficiency,efficiency,11,0,gpt
4581,yt8o923pd4,1209,11_speed,speed,11,0,gpt
4582,yt8o923pd4,1209,11_working,working,11,0,gpt
4583,yt8o923pd4,1209,11_leisure,leisure,11,0,gpt
4584,yt8o923pd4,1210,9_peach,peach,9,1,gpt
4585,yt8o923pd4,1210,9_cherry,cherry,9,1,gpt
4586,yt8o923pd4,1210,9_corn,corn,9,1,gpt
4587,yt8o923pd4,1210,9_carrot,carrot,9,1,gpt
4588,yt8o923pd4,1211,15_efficiency,efficiency,15,0,gpt
4589,yt8o923pd4,1211,15_speed,speed,15,0,gpt
4590,yt8o923pd4,1211,15_corn,corn,15,1,gpt
4591,yt8o923pd4,1211,15_carrot,carrot,15,1,gpt
4592,yt8o923pd4,1212,13_peach,peach,13,1,gpt
4593,yt8o923pd4,1212,13_cherry,cherry,13,1,gpt
4594,yt8o923pd4,1212,13_working,working,13,0,gpt
4595,yt8o923pd4,1212,13_leisure,leisure,13,0,gpt
4596,yt8o923pd4,1213,16_safety,safety,16,1,gpt
4597,yt8o923pd4,1213,16_comfort,comfort,16,1,gpt
4598,yt8o923pd4,1213,16_sleeping,sleeping,16,1,gpt
4599,yt8o923pd4,1213,16_driving,driving,16,1,gpt
4600,yt8o923pd4,1214,10_grape,grape,10,1,gpt
4601,yt8o923pd4,1214,10_banana,banana,10,1,gpt
4602,yt8o923pd4,1214,10_sleeping,sleeping,10,1,gpt
4603,yt8o923pd4,1214,10_driving,driving,10,1,gpt
4604,yt8o923pd4,1215,12_safety,safety,12,1,gpt
4605,yt8o923pd4,1215,12_comfort,comfort,12,1,gpt
4606,yt8o923pd4,1215,12_eggplant,eggplant,12,1,gpt
4607,yt8o923pd4,1215,12_celery,celery,12,1,gpt
4608,81lffomubr,1216,9_cherry,cherry,9,1,gpt
4609,81lffomubr,1216,9_corn,corn,9,1,gpt
4610,81lffomubr,1216,9_carrot,carrot,9,1,gpt
4611,81lffomubr,1216,9_peach,peach,9,1,gpt
4612,81lffomubr,1217,14_banana,banana,14,1,gpt
4613,81lffomubr,1217,14_eggplant,eggplant,14,1,gpt
4614,81lffomubr,1217,14_celery,celery,14,1,gpt
4615,81lffomubr,1217,14_grape,grape,14,1,gpt
4616,81lffomubr,1218,11_speed,speed,11,0,gpt
4617,81lffomubr,1218,11_working,working,11,0,gpt
4618,81lffomubr,1218,11_leisure,leisure,11,1,gpt
4619,81lffomubr,1218,11_efficiency,efficiency,11,1,gpt
4620,81lffomubr,1219,12_comfort,comfort,12,0,gpt
4621,81lffomubr,1219,12_eggplant,eggplant,12,1,gpt
4622,81lffomubr,1219,12_celery,celery,12,1,gpt
4623,81lffomubr,1219,12_safety,safety,12,0,gpt
4624,81lffomubr,1220,16_comfort,comfort,16,1,gpt
4625,81lffomubr,1220,16_sleeping,sleeping,16,1,gpt
4626,81lffomubr,1220,16_driving,driving,16,1,gpt
4627,81lffomubr,1220,16_safety,safety,16,1,gpt
4628,81lffomubr,1221,10_banana,banana,10,1,gpt
4629,81lffomubr,1221,10_sleeping,sleeping,10,1,gpt
4630,81lffomubr,1221,10_driving,driving,10,1,gpt
4631,81lffomubr,1221,10_grape,grape,10,1,gpt
4632,81lffomubr,1222,15_speed,speed,15,1,gpt
4633,81lffomubr,1222,15_corn,corn,15,1,gpt
4634,81lffomubr,1222,15_carrot,carrot,15,1,gpt
4635,81lffomubr,1222,15_efficiency,efficiency,15,1,gpt
4636,81lffomubr,1223,13_cherry,cherry,13,1,gpt
4637,81lffomubr,1223,13_working,working,13,1,gpt
4638,81lffomubr,1223,13_leisure,leisure,13,1,gpt
4639,81lffomubr,1223,13_peach,peach,13,1,gpt
4640,81lffomubr,1224,14_celery,celery,14,1,gpt
4641,81lffomubr,1224,14_grape,grape,14,1,gpt
4642,81lffomubr,1224,14_banana,banana,14,1,gpt
4643,81lffomubr,1224,14_eggplant,eggplant,14,1,gpt
4644,81lffomubr,1225,13_leisure,leisure,13,1,gpt
4645,81lffomubr,1225,13_peach,peach,13,1,gpt
4646,81lffomubr,1225,13_cherry,cherry,13,1,gpt
4647,81lffomubr,1225,13_working,working,13,1,gpt
4648,81lffomubr,1226,15_carrot,carrot,15,1,gpt
4649,81lffomubr,1226,15_efficiency,efficiency,15,1,gpt
4650,81lffomubr,1226,15_speed,speed,15,1,gpt
4651,81lffomubr,1226,15_corn,corn,15,1,gpt
4652,81lffomubr,1227,11_leisure,leisure,11,0,gpt
4653,81lffomubr,1227,11_efficiency,efficiency,11,0,gpt
4654,81lffomubr,1227,11_speed,speed,11,1,gpt
4655,81lffomubr,1227,11_working,working,11,1,gpt
4656,81lffomubr,1228,9_carrot,carrot,9,1,gpt
4657,81lffomubr,1228,9_peach,peach,9,1,gpt
4658,81lffomubr,1228,9_cherry,cherry,9,1,gpt
4659,81lffomubr,1228,9_corn,corn,9,1,gpt
4660,81lffomubr,1229,16_driving,driving,16,0,gpt
4661,81lffomubr,1229,16_safety,safety,16,1,gpt
4662,81lffomubr,1229,16_comfort,comfort,16,0,gpt
4663,81lffomubr,1229,16_sleeping,sleeping,16,1,gpt
4664,81lffomubr,1230,12_celery,celery,12,1,gpt
4665,81lffomubr,1230,12_safety,safety,12,0,gpt
4666,81lffomubr,1230,12_comfort,comfort,12,0,gpt
4667,81lffomubr,1230,12_eggplant,eggplant,12,1,gpt
4668,81lffomubr,1231,10_driving,driving,10,1,gpt
4669,81lffomubr,1231,10_grape,grape,10,1,gpt
4670,81lffomubr,1231,10_banana,banana,10,1,gpt
4671,81lffomubr,1231,10_sleeping,sleeping,10,1,gpt
4672,81lffomubr,1232,16_comfort,comfort,16,0,gpt
4673,81lffomubr,1232,16_sleeping,sleeping,16,1,gpt
4674,81lffomubr,1232,16_driving,driving,16,0,gpt
4675,81lffomubr,1232,16_safety,safety,16,1,gpt
4676,81lffomubr,1233,9_cherry,cherry,9,1,gpt
4677,81lffomubr,1233,9_corn,corn,9,1,gpt
4678,81lffomubr,1233,9_carrot,carrot,9,1,gpt
4679,81lffomubr,1233,9_peach,peach,9,1,gpt
4680,81lffomubr,1234,13_cherry,cherry,13,1,gpt
4681,81lffomubr,1234,13_working,working,13,1,gpt
4682,81lffomubr,1234,13_leisure,leisure,13,1,gpt
4683,81lffomubr,1234,13_peach,peach,13,1,gpt
4684,81lffomubr,1235,10_banana,banana,10,1,gpt
4685,81lffomubr,1235,10_sleeping,sleeping,10,1,gpt
4686,81lffomubr,1235,10_driving,driving,10,1,gpt
4687,81lffomubr,1235,10_grape,grape,10,1,gpt
4688,81lffomubr,1236,11_speed,speed,11,1,gpt
4689,81lffomubr,1236,11_working,working,11,1,gpt
4690,81lffomubr,1236,11_leisure,leisure,11,0,gpt
4691,81lffomubr,1236,11_efficiency,efficiency,11,0,gpt
4692,81lffomubr,1237,12_comfort,comfort,12,1,gpt
4693,81lffomubr,1237,12_eggplant,eggplant,12,1,gpt
4694,81lffomubr,1237,12_celery,celery,12,1,gpt
4695,81lffomubr,1237,12_safety,safety,12,1,gpt
4696,81lffomubr,1238,15_speed,speed,15,1,gpt
4697,81lffomubr,1238,15_corn,corn,15,1,gpt
4698,81lffomubr,1238,15_carrot,carrot,15,1,gpt
4699,81lffomubr,1238,15_efficiency,efficiency,15,1,gpt
4700,81lffomubr,1239,14_banana,banana,14,1,gpt
4701,81lffomubr,1239,14_eggplant,eggplant,14,0,gpt
4702,81lffomubr,1239,14_celery,celery,14,1,gpt
4703,81lffomubr,1239,14_grape,grape,14,0,gpt
4704,81lffomubr,1240,16_sleeping,sleeping,16,1,gpt
4705,81lffomubr,1240,16_driving,driving,16,1,gpt
4706,81lffomubr,1240,16_safety,safety,16,1,gpt
4707,81lffomubr,1240,16_comfort,comfort,16,1,gpt
4708,81lffomubr,1241,15_corn,corn,15,1,gpt
4709,81lffomubr,1241,15_carrot,carrot,15,1,gpt
4710,81lffomubr,1241,15_efficiency,efficiency,15,1,gpt
4711,81lffomubr,1241,15_speed,speed,15,1,gpt
4712,81lffomubr,1242,13_working,working,13,1,gpt
4713,81lffomubr,1242,13_leisure,leisure,13,1,gpt
4714,81lffomubr,1242,13_peach,peach,13,1,gpt
4715,81lffomubr,1242,13_cherry,cherry,13,1,gpt
4716,81lffomubr,1243,10_sleeping,sleeping,10,1,gpt
4717,81lffomubr,1243,10_driving,driving,10,1,gpt
4718,81lffomubr,1243,10_grape,grape,10,1,gpt
4719,81lffomubr,1243,10_banana,banana,10,1,gpt
4720,81lffomubr,1244,11_working,working,11,1,gpt
4721,81lffomubr,1244,11_leisure,leisure,11,0,gpt
4722,81lffomubr,1244,11_efficiency,efficiency,11,0,gpt
4723,81lffomubr,1244,11_speed,speed,11,1,gpt
4724,81lffomubr,1245,12_eggplant,eggplant,12,1,gpt
4725,81lffomubr,1245,12_celery,celery,12,1,gpt
4726,81lffomubr,1245,12_safety,safety,12,1,gpt
4727,81lffomubr,1245,12_comfort,comfort,12,1,gpt
4728,81lffomubr,1246,9_corn,corn,9,1,gpt
4729,81lffomubr,1246,9_carrot,carrot,9,1,gpt
4730,81lffomubr,1246,9_peach,peach,9,1,gpt
4731,81lffomubr,1246,9_cherry,cherry,9,1,gpt
4732,81lffomubr,1247,14_eggplant,eggplant,14,1,gpt
4733,81lffomubr,1247,14_celery,celery,14,1,gpt
4734,81lffomubr,1247,14_grape,grape,14,1,gpt
4735,81lffomubr,1247,14_banana,banana,14,1,gpt
4736,81lffomubr,1248,12_eggplant,eggplant,12,1,gpt
4737,81lffomubr,1248,12_celery,celery,12,1,gpt
4738,81lffomubr,1248,12_safety,safety,12,1,gpt
4739,81lffomubr,1248,12_comfort,comfort,12,1,gpt
4740,81lffomubr,1249,15_corn,corn,15,1,gpt
4741,81lffomubr,1249,15_carrot,carrot,15,1,gpt
4742,81lffomubr,1249,15_efficiency,efficiency,15,1,gpt
4743,81lffomubr,1249,15_speed,speed,15,1,gpt
4744,81lffomubr,1250,14_eggplant,eggplant,14,0,gpt
4745,81lffomubr,1250,14_celery,celery,14,1,gpt
4746,81lffomubr,1250,14_grape,grape,14,0,gpt
4747,81lffomubr,1250,14_banana,banana,14,1,gpt
4748,81lffomubr,1251,13_working,working,13,0,gpt
4749,81lffomubr,1251,13_leisure,leisure,13,0,gpt
4750,81lffomubr,1251,13_peach,peach,13,1,gpt
4751,81lffomubr,1251,13_cherry,cherry,13,1,gpt
4752,81lffomubr,1252,11_working,working,11,1,gpt
4753,81lffomubr,1252,11_leisure,leisure,11,1,gpt
4754,81lffomubr,1252,11_efficiency,efficiency,11,1,gpt
4755,81lffomubr,1252,11_speed,speed,11,1,gpt
4756,81lffomubr,1253,9_corn,corn,9,1,gpt
4757,81lffomubr,1253,9_carrot,carrot,9,1,gpt
4758,81lffomubr,1253,9_peach,peach,9,1,gpt
4759,81lffomubr,1253,9_cherry,cherry,9,1,gpt
4760,81lffomubr,1254,16_sleeping,sleeping,16,1,gpt
4761,81lffomubr,1254,16_driving,driving,16,1,gpt
4762,81lffomubr,1254,16_safety,safety,16,1,gpt
4763,81lffomubr,1254,16_comfort,comfort,16,1,gpt
4764,81lffomubr,1255,10_sleeping,sleeping,10,1,gpt
4765,81lffomubr,1255,10_driving,driving,10,1,gpt
4766,81lffomubr,1255,10_grape,grape,10,1,gpt
4767,81lffomubr,1255,10_banana,banana,10,1,gpt
4768,81lffomubr,1256,15_efficiency,efficiency,15,1,gpt
4769,81lffomubr,1256,15_speed,speed,15,1,gpt
4770,81lffomubr,1256,15_corn,corn,15,1,gpt
4771,81lffomubr,1256,15_carrot,carrot,15,1,gpt
4772,81lffomubr,1257,9_peach,peach,9,1,gpt
4773,81lffomubr,1257,9_cherry,cherry,9,1,gpt
4774,81lffomubr,1257,9_corn,corn,9,1,gpt
4775,81lffomubr,1257,9_carrot,carrot,9,1,gpt
4776,81lffomubr,1258,16_safety,safety,16,1,gpt
4777,81lffomubr,1258,16_comfort,comfort,16,1,gpt
4778,81lffomubr,1258,16_sleeping,sleeping,16,1,gpt
4779,81lffomubr,1258,16_driving,driving,16,1,gpt
4780,81lffomubr,1259,11_efficiency,efficiency,11,0,gpt
4781,81lffomubr,1259,11_speed,speed,11,1,gpt
4782,81lffomubr,1259,11_working,working,11,0,gpt
4783,81lffomubr,1259,11_leisure,leisure,11,0,gpt
4784,81lffomubr,1260,10_grape,grape,10,1,gpt
4785,81lffomubr,1260,10_banana,banana,10,1,gpt
4786,81lffomubr,1260,10_sleeping,sleeping,10,1,gpt
4787,81lffomubr,1260,10_driving,driving,10,1,gpt
4788,81lffomubr,1261,13_peach,peach,13,1,gpt
4789,81lffomubr,1261,13_cherry,cherry,13,1,gpt
4790,81lffomubr,1261,13_working,working,13,0,gpt
4791,81lffomubr,1261,13_leisure,leisure,13,0,gpt
4792,81lffomubr,1262,14_grape,grape,14,1,gpt
4793,81lffomubr,1262,14_banana,banana,14,1,gpt
4794,81lffomubr,1262,14_eggplant,eggplant,14,1,gpt
4795,81lffomubr,1262,14_celery,celery,14,1,gpt
4796,81lffomubr,1263,12_safety,safety,12,1,gpt
4797,81lffomubr,1263,12_comfort,comfort,12,1,gpt
4798,81lffomubr,1263,12_eggplant,eggplant,12,1,gpt
4799,81lffomubr,1263,12_celery,celery,12,1,gpt
4800,81lffomubr,1264,15_carrot,carrot,15,0,gpt
4801,81lffomubr,1264,15_efficiency,efficiency,15,0,gpt
4802,81lffomubr,1264,15_speed,speed,15,0,gpt
4803,81lffomubr,1264,15_corn,corn,15,1,gpt
4804,81lffomubr,1265,10_driving,driving,10,1,gpt
4805,81lffomubr,1265,10_grape,grape,10,1,gpt
4806,81lffomubr,1265,10_banana,banana,10,1,gpt
4807,81lffomubr,1265,10_sleeping,sleeping,10,1,gpt
4808,81lffomubr,1266,11_leisure,leisure,11,0,gpt
4809,81lffomubr,1266,11_efficiency,efficiency,11,0,gpt
4810,81lffomubr,1266,11_speed,speed,11,1,gpt
4811,81lffomubr,1266,11_working,working,11,1,gpt
4812,81lffomubr,1267,9_carrot,carrot,9,1,gpt
4813,81lffomubr,1267,9_peach,peach,9,1,gpt
4814,81lffomubr,1267,9_cherry,cherry,9,1,gpt
4815,81lffomubr,1267,9_corn,corn,9,1,gpt
4816,81lffomubr,1268,13_leisure,leisure,13,1,gpt
4817,81lffomubr,1268,13_peach,peach,13,1,gpt
4818,81lffomubr,1268,13_cherry,cherry,13,1,gpt
4819,81lffomubr,1268,13_working,working,13,1,gpt
4820,81lffomubr,1269,14_celery,celery,14,1,gpt
4821,81lffomubr,1269,14_grape,grape,14,0,gpt
4822,81lffomubr,1269,14_banana,banana,14,1,gpt
4823,81lffomubr,1269,14_eggplant,eggplant,14,0,gpt
4824,81lffomubr,1270,16_driving,driving,16,1,gpt
4825,81lffomubr,1270,16_safety,safety,16,1,gpt
4826,81lffomubr,1270,16_comfort,comfort,16,1,gpt
4827,81lffomubr,1270,16_sleeping,sleeping,16,1,gpt
4828,81lffomubr,1271,12_celery,celery,12,1,gpt
4829,81lffomubr,1271,12_safety,safety,12,1,gpt
4830,81lffomubr,1271,12_comfort,comfort,12,1,gpt
4831,81lffomubr,1271,12_eggplant,eggplant,12,1,gpt
4832,81lffomubr,1272,12_safety,safety,12,1,gpt
4833,81lffomubr,1272,12_comfort,comfort,12,1,gpt
4834,81lffomubr,1272,12_eggplant,eggplant,12,1,gpt
4835,81lffomubr,1272,12_celery,celery,12,1,gpt
4836,81lffomubr,1273,11_efficiency,efficiency,11,0,gpt
4837,81lffomubr,1273,11_speed,speed,11,1,gpt
4838,81lffomubr,1273,11_working,working,11,0,gpt
4839,81lffomubr,1273,11_leisure,leisure,11,0,gpt
4840,81lffomubr,1274,14_grape,grape,14,0,gpt
4841,81lffomubr,1274,14_banana,banana,14,1,gpt
4842,81lffomubr,1274,14_eggplant,eggplant,14,0,gpt
4843,81lffomubr,1274,14_celery,celery,14,1,gpt
4844,81lffomubr,1275,16_safety,safety,16,1,gpt
4845,81lffomubr,1275,16_comfort,comfort,16,1,gpt
4846,81lffomubr,1275,16_sleeping,sleeping,16,1,gpt
4847,81lffomubr,1275,16_driving,driving,16,1,gpt
4848,81lffomubr,1276,13_peach,peach,13,1,gpt
4849,81lffomubr,1276,13_cherry,cherry,13,1,gpt
4850,81lffomubr,1276,13_working,working,13,1,gpt
4851,81lffomubr,1276,13_leisure,leisure,13,1,gpt
4852,81lffomubr,1277,9_peach,peach,9,1,gpt
4853,81lffomubr,1277,9_cherry,cherry,9,1,gpt
4854,81lffomubr,1277,9_corn,corn,9,1,gpt
4855,81lffomubr,1277,9_carrot,carrot,9,1,gpt
4856,81lffomubr,1278,15_efficiency,efficiency,15,1,gpt
4857,81lffomubr,1278,15_speed,speed,15,1,gpt
4858,81lffomubr,1278,15_corn,corn,15,1,gpt
4859,81lffomubr,1278,15_carrot,carrot,15,1,gpt
4860,81lffomubr,1279,10_grape,grape,10,1,gpt
4861,81lffomubr,1279,10_banana,banana,10,1,gpt
4862,81lffomubr,1279,10_sleeping,sleeping,10,1,gpt
4863,81lffomubr,1279,10_driving,driving,10,1,gpt
4864,181caumdk1,1280,2_sleeping,sleeping,2,1,gpt
4865,181caumdk1,1280,2_driving,driving,2,1,gpt
4866,181caumdk1,1280,2_peach,peach,2,1,gpt
4867,181caumdk1,1280,2_cherry,cherry,2,1,gpt
4868,181caumdk1,1281,1_corn,corn,1,1,gpt
4869,181caumdk1,1281,1_carrot,carrot,1,1,gpt
4870,181caumdk1,1281,1_grape,grape,1,1,gpt
4871,181caumdk1,1281,1_banana,banana,1,1,gpt
4872,181caumdk1,1282,5_working,working,5,1,gpt
4873,181caumdk1,1282,5_leisure,leisure,5,1,gpt
4874,181caumdk1,1282,5_grape,grape,5,1,gpt
4875,181caumdk1,1282,5_banana,banana,5,1,gpt
4876,181caumdk1,1283,3_working,working,3,1,gpt
4877,181caumdk1,1283,3_leisure,leisure,3,1,gpt
4878,181caumdk1,1283,3_safety,safety,3,1,gpt
4879,181caumdk1,1283,3_comfort,comfort,3,1,gpt
4880,181caumdk1,1284,4_eggplant,eggplant,4,1,gpt
4881,181caumdk1,1284,4_celery,celery,4,1,gpt
4882,181caumdk1,1284,4_efficiency,efficiency,4,1,gpt
4883,181caumdk1,1284,4_speed,speed,4,1,gpt
4884,181caumdk1,1285,8_sleeping,sleeping,8,1,gpt
4885,181caumdk1,1285,8_driving,driving,8,0,gpt
4886,181caumdk1,1285,8_efficiency,efficiency,8,0,gpt
4887,181caumdk1,1285,8_speed,speed,8,1,gpt
4888,181caumdk1,1286,7_corn,corn,7,1,gpt
4889,181caumdk1,1286,7_carrot,carrot,7,1,gpt
4890,181caumdk1,1286,7_safety,safety,7,0,gpt
4891,181caumdk1,1286,7_comfort,comfort,7,0,gpt
4892,181caumdk1,1287,6_eggplant,eggplant,6,1,gpt
4893,181caumdk1,1287,6_celery,celery,6,1,gpt
4894,181caumdk1,1287,6_peach,peach,6,1,gpt
4895,181caumdk1,1287,6_cherry,cherry,6,1,gpt
4896,181caumdk1,1288,5_leisure,leisure,5,1,gpt
4897,181caumdk1,1288,5_grape,grape,5,1,gpt
4898,181caumdk1,1288,5_banana,banana,5,1,gpt
